#separator:tab		
<b>同日</b> <br> 同日に会議があります。	[sound:s-0001_同日に会議があります。.mp3] <br> どうじつにかいぎがあります。 <br>There is a meeting on the same day.
<b>四百</b> <br> その本棚には四百冊以上の本があります。	[sound:s-3235_その本棚には四百冊以上の本があります。.mp3] <br> そのほんだなにはよんびゃくさついじょうのほんがあります。 <br>There are over four hundred books on that bookshelf.
<b>四球</b> <br> 彼はその試合で四球を与えました。	[sound:s-3236_彼はその試合で四球を与えました。.mp3] <br> かれはそのしあいでよんきゅうをあたえました。 <br>He gave up four walks in the game.
<b>四千</b> <br> その橋の建設には四千万円かかりました。	[sound:s-3237_その橋の建設には四千万円かかりました。.mp3] <br> そのはしのけんせつにはよんせんまんえんかかりました。 <br>The construction of the bridge cost forty million yen.
<b>四十七士</b> <br> 四十七士は忠義の士として知られています。	[sound:s-3238_四十七士は忠義の士として知られています。.mp3] <br> よんじゅうしちしはちゅうぎのしとしてしられています。 <br>The forty-seven loyal retainers are known for their loyalty.
<b>四半期</b> <br> 会社は四半期ごとに業績を報告します。	[sound:s-3239_会社は四半期ごとに業績を報告します。.mp3] <br> かいしゃはしさんぎごとにぎょうせきをほうこくします。 <br>The company reports its performance every quarter. 
<b>協定</b> <br> 両国は平和協定に署名しました。	[sound:s-3240_両国は平和協定に署名しました。.mp3] <br> りょうこくはへいわきょうていにしょめいしました。 <br>The two countries signed a peace agreement.
<b>決定</b> <br> 彼の選択は最終的な決定です。	[sound:s-3241_彼の選択は最終的な決定です。.mp3] <br> かれのせんたくはさいしゅうてきなけっていです。 <br>His decision is final.
<b>予定</b> <br> 明日の予定を教えてください。	[sound:s-3242_明日の予定を教えてください。.mp3] <br> あしたのよていをおしえてください。 <br>Please tell me tomorrow's schedule.
<b>安定</b> <br> 政府は経済の安定を目指しています。	[sound:s-3243_政府は経済の安定を目指しています。.mp3] <br> せいふはけいざいのあんていをめざしています。 <br>The government aims for economic stability.
<b>暫定</b> <br> 暫定的な解決策を見つけなければなりません。	[sound:s-3244_暫定的な解決策を見つけなければなりません。.mp3] <br> さんていてきなかいけつさくをみつけなければなりません。 <br>We need to find a temporary solution.
<b>定数</b> <br> この容器には定数の量しか入れられません。	[sound:s-3245_この容器には定数の量しか入れられません。.mp3] <br> このようきにはていすうのりょうしかいれられません。 <br>Only a fixed amount can be put into this container.
<b>一定</b> <br> 成功するためには一定の努力が必要です。	[sound:s-3246_成功するためには一定の努力が必要です。.mp3] <br> せいこうするためにはいっていのどりょくがひつようです。 <br>A certain level of effort is required to succeed.
<b>規定</b> <br> その会社は厳格な規定を持っています。	[sound:s-3247_その会社は厳格な規定を持っています。.mp3] <br> そのかいしゃはけんかくなきていをもっています。 <br>The company has strict regulations.
<b>指定</b> <br> 彼は指定された場所に到着しました。	[sound:s-3248_彼は指定された場所に到着しました。.mp3] <br> かれはしていされたばしょにとうちゃくしました。 <br>He arrived at the designated location.
<b>定期</b> <br> 彼は定期的にジムに通っています。	[sound:s-3249_彼は定期的にジムに通っています。.mp3] <br> かれはていきてきにじむにかよっています。 <br>He goes to the gym regularly.
<b>今</b> <br> 今、何をしていますか？	[sound:s-3250_今、何をしていますか？.mp3] <br> いま、なにをしていますか？ <br>What are you doing now?
<b>今や</b> <br> この地域は今や観光名所となっています。	[sound:s-3251_この地域は今や観光名所となっています。.mp3] <br> このちいきはいまやかんこうめいしょとなっています。 <br>This area has now become a tourist attraction.
<b>今回</b> <br> 今回のイベントは大成功でした。	[sound:s-3252_今回のイベントは大成功でした。.mp3] <br> こんかいのいべんとはたいせいこうでした。 <br>This event was a great success.
<b>今月</b> <br> 今月の予定を確認しましょう。	[sound:s-3253_今月の予定を確認しましょう。.mp3] <br> こんげつのよていをかくにんしましょう。 <br>Let's check this month's schedule.
<b>今後</b> <br> このプロジェクトの今後の展望を考えましょう。	[sound:s-3254_このプロジェクトの今後の展望を考えましょう。.mp3] <br> このぷろじぇくとのこんごのてんぼうをかんがえましょう。 <br>Let's think about the future prospects of this project.
<b>今年</b> <br> 今年は暑い夏になるかもしれません。	[sound:s-3255_今年は暑い夏になるかもしれません。.mp3] <br> ことしはあついなつになるかもしれません。 <br>This year might be a hot summer.
<b>今度</b> <br> 今度の週末は友達と旅行します。	[sound:s-3256_今度の週末は友達と旅行します。.mp3] <br> こんどのしゅうまつはともだちとりょこうします。 <br>I'm going on a trip with friends this weekend.
<b>今日</b> <br> 今日は忙しい一日でした。	[sound:s-3257_今日は忙しい一日でした。.mp3] <br> きょうはいそがしいいちにちでした。 <br>Today was a busy day.
<b>今季</b> <br> 今季のトレンドは花柄です。	[sound:s-3258_今季のトレンドは花柄です。.mp3] <br> こんきのとれんどははながらです。 <br>The trend this season is floral patterns.
<b>今春</b> <br> 今春は暖かい天気が続いています。	[sound:s-3259_今春は暖かい天気が続いています。.mp3] <br> こんしゅんはあたたかいてんきがつづいています。 <br>Warm weather has continued this spring.
<b>回</b> <br> 今日は何回目の訪問ですか？	[sound:s-3260_今日は何回目の訪問ですか？.mp3] <br> きょうはなんかいめのほうもんですか？ <br>How many times have you visited today?
<b>回復</b> <br> 彼の健康は回復しています。	[sound:s-3261_彼の健康は回復しています。.mp3] <br> かれのけんこうはかいふくしています。 <br>His health is improving.
<b>回答</b> <br> 彼は質問に丁寧に回答しました。	[sound:s-3262_彼は質問に丁寧に回答しました。.mp3] <br> かれはしつもんにていねいにかいとうしました。 <br>He answered the question politely.
<b>前回</b> <br> 前回の会議の議事録を見直しましたか？	[sound:s-3263_前回の会議の議事録を見直しましたか？.mp3] <br> ぜんかいのかいぎのぎしろくをみなおしましたか？ <br>Did you review the minutes of the previous meeting?
<b>回戦</b> <br> 彼らは次の回戦に向けて練習しています。	[sound:s-3264_彼らは次の回戦に向けて練習しています。.mp3] <br> かれらはつきのかいせんにむけてれんしゅうしています。 <br>They are practicing for the next match.
<b>一回</b> <br> 一回だけチャンスを与えてください。	[sound:s-3265_一回だけチャンスを与えてください。.mp3] <br> いっかいだけちゃんすをあたえてください。 <br>Please give me only one chance.
