There is a meeting on the same day.	<b>同日に会議があります。</b> <br> どうじつにかいぎがあります。 <br><br> (同日) <br> [sound:4c-s-同日に会議があります。.mp3]
He is renowned as a historian.	<b>私は物理の研究室で働いています。</b> <br> かれはれきしけんきゅうかとしてちょめいです。 <br><br> (研究室) <br> [sound:4c-s-私は物理の研究室で働いています。.mp3]
The childcare worker takes care of the children.	<b>彼は歴史研究家として著名です。</b> <br> ほいくしはこどものせわをします。 <br><br> (研究家) <br> [sound:4c-s-彼は歴史研究家として著名です。.mp3]
Companies are focusing on talent development.	<b>保育士は子供の世話をします。</b> <br> きぎょうはさいのうのいくせいにちからをいれています。 <br><br> (保育) <br> [sound:4c-s-保育士は子供の世話をします。.mp3]
He grew up in Tokyo.	<b>企業は才能の育成に力を入れています。</b> <br> かれはとうきょうでそだちました。 <br><br> (育成) <br> [sound:4c-s-企業は才能の育成に力を入れています。.mp3]
The zoo is breeding rare animals.	<b>彼は東京で育ちました。</b> <br> どうぶつえんではめずらしいどうぶつのしいくがおこなわれています。 <br><br> (育ち) <br> [sound:4c-s-彼は東京で育ちました。.mp3]
Everyone attended the meeting.	<b>動物園では珍しい動物の飼育が行われています。</b> <br> かいぎにはぜんいんがしゅっせきしました。 <br><br> (飼育) <br> [sound:4c-s-動物園では珍しい動物の飼育が行われています。.mp3]
He hit a home run in one at-bat.	<b>会議には全員が出席しました。</b> <br> かれはいちだせきにおいてほーむらんをうちました。 <br><br> (出席) <br> [sound:4c-s-会議には全員が出席しました。.mp3]
A speech was made at the venue.	<b>彼は一打席においてホームランを打ちました。</b> <br> せきじょうですぴーちがおこなわれました。 <br><br> (打席) <br> [sound:4c-s-彼は一打席においてホームランを打ちました。.mp3]
I will attend the meeting with you.	<b>席上でスピーチが行われました。</b> <br> かいぎにどうせきさせていただきます。 <br><br> (席上) <br> [sound:4c-s-席上でスピーチが行われました。.mp3]
The transportation industry is the backbone of the economy.	<b>会議に同席させていただきます。</b> <br> うんゆぎょうかいはけいざいのきばんです。 <br><br> (同席) <br> [sound:4c-s-会議に同席させていただきます。.mp3]
The Ministry of Transport is responsible for transportation policies.	<b>運輸業界は経済の基盤です。</b> <br> うんゆしょうはこうつうせいさくをたんとうしています。 <br><br> (運輸) <br> [sound:4c-s-運輸業界は経済の基盤です。.mp3]
An embargo was imposed internationally.	<b>運輸省は交通政策を担当しています。</b> <br> きんゆそちがこくさいてきにかされました。 <br><br> (運輸省) <br> [sound:4c-s-運輸省は交通政策を担当しています。.mp3]
Smuggling is a serious crime.	<b>禁輸措置が国際的に課されました。</b> <br> みつゆはじゅうだいなはんざいです。 <br><br> (禁輸) <br> [sound:4c-s-禁輸措置が国際的に課されました。.mp3]
He visited China last year and held important talks.	<b>密輸は重大な犯罪です。</b> <br> かれはさくねんほうちゅうし、じゅうようなかいだんをおこいました。 <br><br> (密輸) <br> [sound:4c-s-密輸は重大な犯罪です。.mp3]
The president gave an important speech during his visit to the U.S.	<b>彼は昨年訪中し、重要な会談を行いました。</b> <br> だいとうりょうはほうべいちゅうにじゅうようなえんぜつをおこいました。 <br><br> (訪中) <br> [sound:4c-s-彼は昨年訪中し、重要な会談を行いました。.mp3]
He visited many countries during his world tour.	<b>大統領は訪米中に重要な演説を行いました。</b> <br> かれはれきほうちゅうにおおくのくにをおとずれました。 <br><br> (訪米) <br> [sound:4c-s-大統領は訪米中に重要な演説を行いました。.mp3]
I feel the arrival of spring.	<b>彼は歴訪中に多くの国を訪れました。</b> <br> はるのおとずれをかんじます。 <br><br> (歴訪) <br> [sound:4c-s-彼は歴訪中に多くの国を訪れました。.mp3]
He can play many musical instruments.	<b>春の訪れを感じます。</b> <br> かれはおおくのがっきをえんそうできます。 <br><br> (訪れ) <br> [sound:4c-s-春の訪れを感じます。.mp3]
The music club practices every week.	<b>彼は多くの楽器を演奏できます。</b> <br> おんがくくらぶはまいしゅうれんしゅうしています。 <br><br> (楽器) <br> [sound:4c-s-彼は多くの楽器を演奏できます。.mp3]
Movies are one of people's forms of entertainment.	<b>音楽倶楽部は毎週練習しています。</b> <br> えいがはひとびとのごらくのひとつです。 <br><br> (倶楽部) <br> [sound:4c-s-音楽倶楽部は毎週練習しています。.mp3]
Noh is a traditional Japanese performing art.	<b>映画は人々の娯楽の一つです。</b> <br> のうがくはにほんのでんとうてきなぶたいげいじゅつです。 <br><br> (娯楽) <br> [sound:4c-s-映画は人々の娯楽の一つです。.mp3]
A big earthquake occurred.	<b>能楽は日本の伝統的な舞台芸術です。</b> <br> おおきなじしんがおこりました。 <br><br> (能楽) <br> [sound:4c-s-能楽は日本の伝統的な舞台芸術です。.mp3]
We raised the issue and discussed possible solutions.	<b>大きな地震が起こりました。</b> <br> もんだいをていきして、かいけつさくをぎろんしました。 <br><br> (起こる) <br> [sound:4c-s-大きな地震が起こりました。.mp3]
He desperately tried to solve the problem.	<b>問題を提起して、解決策を議論しました。</b> <br> かれはやっきになってもんだいをかいけつしようとしました。 <br><br> (提起) <br> [sound:4c-s-問題を提起して、解決策を議論しました。.mp3]
A rally for action was held.	<b>彼は躍起になって問題を解決しようとしました。</b> <br> けっきしゅうかいがかいさいされました。 <br><br> (躍起) <br> [sound:4c-s-彼は躍起になって問題を解決しようとしました。.mp3]
Tens of thousands of people gathered.	<b>決起集会が開催されました。</b> <br> すうまんのひとびとがあつまりました。 <br><br> (決起) <br> [sound:4c-s-決起集会が開催されました。.mp3]
I went to see the Great Wall of China.	<b>数万の人々が集まりました。</b> <br> ばんりのちょうじょうをみにいきました。 <br><br> (数万) <br> [sound:4c-s-数万の人々が集まりました。.mp3]
This tool is versatile.	<b>万里の長城を見に行きました。</b> <br> このつーるはばんのうです。 <br><br> (万里) <br> [sound:4c-s-万里の長城を見に行きました。.mp3]
You should be prepared just in case.	<b>このツールは万能です。</b> <br> まんいちのためにそなえておくべきです。 <br><br> (万能) <br> [sound:4c-s-このツールは万能です。.mp3]
The collusion between politicians and corporations is being criticized.	<b>万一のために備えておくべきです。</b> <br> せいじかときぎょうのゆちゃくがもんだいしされています。 <br><br> (万一) <br> [sound:4c-s-万一のために備えておくべきです。.mp3]
I wore a new jacket today.	<b>政治家と企業の癒着が問題視されています。</b> <br> きょうはあたらしいじゃけっとをきました。 <br><br> (癒着) <br> [sound:4c-s-政治家と企業の癒着が問題視されています。.mp3]
Construction for this project will begin next month.	<b>今日は新しいジャケットを着ました。</b> <br> このぷろじぇくとはらいげつからちゃっこうします。 <br><br> (着る) <br> [sound:4c-s-今日は新しいジャケットを着ました。.mp3]
The airplane landed safely.	<b>このプロジェクトは来月から着工します。</b> <br> ひこうきはぶじにちゃくりくしました。 <br><br> (着工) <br> [sound:4c-s-このプロジェクトは来月から着工します。.mp3]
He gave me a ride in his car.	<b>飛行機は無事に着陸しました。</b> <br> かれはくるまにわたしをのせてくれました。 <br><br> (着陸) <br> [sound:4c-s-飛行機は無事に着陸しました。.mp3]
All the crew members of the plane were safe.	<b>彼は車に私を乗せてくれました。</b> <br> ひこうきのじょういんはぜんいんぶじでした。 <br><br> (乗せる) <br> [sound:4c-s-彼は車に私を乗せてくれました。.mp3]
