同日に会議があります。 <br><br> (同日)	<b>どうじつにかいぎがあります。</b> <br> There is a meeting on the same day. <br> [sound:4c-s-同日に会議があります。.mp3]
その態はとても上品でした。 <br><br> (態)	<b>あたらしいたいせいにたいおうするために、そしきはへんかくをおこないました。</b> <br> The organization underwent changes to adapt to the new structure. <br> [sound:4c-s-その態はとても上品でした。.mp3]
新しい態勢に対応するために、組織は変革を行いました。 <br><br> (態勢)	<b>このしょうひんはたようなけいたいではんばいされています。</b> <br> This product is sold in various forms. <br> [sound:4c-s-新しい態勢に対応するために、組織は変革を行いました。.mp3]
この商品は多様な形態で販売されています。 <br><br> (形態)	<b>はんどうたいぎじゅつはげんだいのでんしききにかかせません。</b> <br> Semiconductor technology is indispensable for modern electronics. <br> [sound:4c-s-この商品は多様な形態で販売されています。.mp3]
半導体技術は現代の電子機器に欠かせません。 <br><br> (半導体)	<b>かれはぷろじぇくとのしゅどうけんをにぎっています。</b> <br> He has control over the leadership of the project. <br> [sound:4c-s-半導体技術は現代の電子機器に欠かせません。.mp3]
彼はプロジェクトの主導権を握っています。 <br><br> (主導権)	<b>そのかんばんはほうもんしゃをかいじょうへゆうどうします。</b> <br> The sign directs visitors to the venue. <br> [sound:4c-s-彼はプロジェクトの主導権を握っています。.mp3]
その看板は訪問者を会場へ誘導します。 <br><br> (誘導)	<b>ちょうでんどうぎじゅつはしょうらいのでんりょくきょうきゅうにかくめいをもたらすかもしれません。</b> <br> Superconducting technology may revolutionize future power supply. <br> [sound:4c-s-その看板は訪問者を会場へ誘導します。.mp3]
超電導技術は将来の電力供給に革命をもたらすかもしれません。 <br><br> (超電導)	<b>ちょうせんみんしゅしゅぎじんみんきょうわこくは、ほくとうアジアにいちしています。</b> <br> The Democratic People's Republic of Korea is located in Northeast Asia. <br> [sound:4c-s-超電導技術は将来の電力供給に革命をもたらすかもしれません。.mp3]
朝鮮民主主義人民共和国は、北東アジアに位置しています。 <br><br> (朝鮮民主主義人民共和国)	<b>ちょうせんはんとうは、ちゅうごくとにほんのあいだにあります。</b> <br> The Korean Peninsula lies between China and Japan. <br> [sound:4c-s-朝鮮民主主義人民共和国は、北東アジアに位置しています。.mp3]
朝鮮半島は中国と日本の間にあります。 <br><br> (朝鮮半島)	<b>かれのきおくはせんめいです。</b> <br> His memory is vivid. <br> [sound:4c-s-朝鮮半島は中国と日本の間にあります。.mp3]
彼の記憶は鮮明です。 <br><br> (鮮明)	<b>しんせんなさかなをたべました。</b> <br> I ate fresh fish. <br> [sound:4c-s-彼の記憶は鮮明です。.mp3]
新鮮な魚を食べました。 <br><br> (新鮮)	<b>じしんにそなえてひじょうしょくをじゅんびしました。</b> <br> I prepared emergency food in preparation for an earthquake. <br> [sound:4c-s-新鮮な魚を食べました。.mp3]
地震に備えて非常食を準備しました。 <br><br> (備える)	<b>けいびいんはたてもののまわりをじゅんかいしています。</b> <br> The security guard is patrolling around the building. <br> [sound:4c-s-地震に備えて非常食を準備しました。.mp3]
警備員は建物の周りを巡回しています。 <br><br> (警備)	<b>しゅびのせんしゅはよくぼーるをとめました。</b> <br> The defensive player stopped the ball well. <br> [sound:4c-s-警備員は建物の周りを巡回しています。.mp3]
守備の選手はよくボールを止めました。 <br><br> (守備)	<b>よびのでんちをかばんにいれておきました。</b> <br> I put spare batteries in my bag. <br> [sound:4c-s-守備の選手はよくボールを止めました。.mp3]
予備の電池をカバンに入れておきました。 <br><br> (予備)	<b>きょうはざいたくきんむをしています。</b> <br> I’m working from home today. <br> [sound:4c-s-予備の電池をカバンに入れておきました。.mp3]
今日は在宅勤務をしています。 <br><br> (在宅)	<b>かたくそうさくがおこなわれました。</b> <br> A home search was conducted. <br> [sound:4c-s-今日は在宅勤務をしています。.mp3]
家宅捜索が行われました。 <br><br> (家宅)	<b>このちいきはしずかなじゅうたくちです。</b> <br> This area is a quiet residential neighborhood. <br> [sound:4c-s-家宅捜索が行われました。.mp3]
この地域は静かな住宅地です。 <br><br> (住宅地)	<b>あたらしいたくちがかいはつされています。</b> <br> New housing lots are being developed. <br> [sound:4c-s-この地域は静かな住宅地です。.mp3]
新しい宅地が開発されています。 <br><br> (宅地)	<b>じこによってそんがいがはっせいしました。</b> <br> Damage occurred due to the accident. <br> [sound:4c-s-新しい宅地が開発されています。.mp3]
事故によって損害が発生しました。 <br><br> (損害)	<b>しょうがいしゃのためのしせつがふえています。</b> <br> Facilities for people with disabilities are increasing. <br> [sound:4c-s-事故によって損害が発生しました。.mp3]
障害者のための施設が増えています。 <br><br> (障害者)	<b>こうがいがとしのかんきょうにえいきょうをあたえています。</b> <br> Pollution is affecting the urban environment. <br> [sound:4c-s-障害者のための施設が増えています。.mp3]
公害が都市の環境に影響を与えています。 <br><br> (公害)	<b>そのじこのひがいしゃはびょういんにはこばれました。</b> <br> The victims of the accident were taken to the hospital. <br> [sound:4c-s-公害が都市の環境に影響を与えています。.mp3]
その事故の被害者は病院に運ばれました。 <br><br> (被害者)	<b>かれはわたしのいけんにはいりょしてくれました。</b> <br> He showed consideration for my opinion. <br> [sound:4c-s-その事故の被害者は病院に運ばれました。.mp3]
彼は私の意見に配慮してくれました。 <br><br> (配慮)	<b>ことしのかぶのはいとうはよそうよりたかかったです。</b> <br> This year’s dividend from stocks was higher than expected. <br> [sound:4c-s-彼は私の意見に配慮してくれました。.mp3]
今年の株の配当は予想より高かったです。 <br><br> (配当)	<b>かれのけはいをかんじました。</b> <br> I sensed his presence. <br> [sound:4c-s-今年の株の配当は予想より高かったです。.mp3]
彼の気配を感じました。 <br><br> (気配)	<b>かぐをへやにてきせつにはいちしました。</b> <br> I arranged the furniture appropriately in the room. <br> [sound:4c-s-彼の気配を感じました。.mp3]
家具を部屋に適切に配置しました。 <br><br> (配置)	<b>たいかいのゆうしょうしゃにはふくしょうがじゅよされます。</b> <br> The winner of the tournament will receive a secondary prize. <br> [sound:4c-s-家具を部屋に適切に配置しました。.mp3]
大会の優勝者には副賞が授与されます。 <br><br> (副賞)	<b>このえいがにはふくだいがあります。</b> <br> This movie has a subtitle. <br> [sound:4c-s-大会の優勝者には副賞が授与されます。.mp3]
この映画には副題があります。 <br><br> (副題)	<b>かがくはんのうのふくさんぶつとしてガスがはっせいしました。</b> <br> A gas was produced as a byproduct of the chemical reaction. <br> [sound:4c-s-この映画には副題があります。.mp3]
化学反応の副産物としてガスが発生しました。 <br><br> (副産物)	<b>こだいのふくそうひんがはっくつされました。</b> <br> Ancient burial items were excavated. <br> [sound:4c-s-化学反応の副産物としてガスが発生しました。.mp3]
古代の副葬品が発掘されました。 <br><br> (副葬品)	<b>このもんだいをけいさんしてといてください。</b> <br> Please calculate and solve this problem. <br> [sound:4c-s-古代の副葬品が発掘されました。.mp3]
