[sound:4c-s-同日に会議があります。.mp3]	<b>同日に会議があります。</b> <br> どうじつにかいぎがあります。 <br><br> (同日) <br> There is a meeting on the same day.
[sound:4c-s-無線通信が安定しています。.mp3]	<b>無線通信が安定しています。</b> <br> そのどらまのしちょうりつはたかいです。 <br><br> (無線) <br> The viewership rating for that drama is high.
[sound:4c-s-そのドラマの視聴率は高いです。.mp3]	<b>そのドラマの視聴率は高いです。</b> <br> ことしのうりあげののびりつはよそうをこえました。 <br><br> (視聴率) <br> This year’s sales growth exceeded expectations.
[sound:4c-s-今年の売上の伸び率は予想を超えました。.mp3]	<b>今年の売上の伸び率は予想を超えました。</b> <br> かれはそっちょくにいけんをいいました。 <br><br> (伸び率) <br> He spoke his opinion frankly.
[sound:4c-s-彼は率直に意見を言いました。.mp3]	<b>彼は率直に意見を言いました。</b> <br> かれのだりつはひじょうにたかいです。 <br><br> (率直) <br> His batting average is very high.
[sound:4c-s-彼の打率は非常に高いです。.mp3]	<b>彼の打率は非常に高いです。</b> <br> とうにょうびょうのよぼうにはうんどうがじゅうようです。 <br><br> (打率) <br> Exercise is important for preventing diabetes.
[sound:4c-s-糖尿病の予防には運動が重要です。.mp3]	<b>糖尿病の予防には運動が重要です。</b> <br> はっけつびょうはけつえきのがんのいっしゅです。 <br><br> (糖尿病) <br> Leukemia is a type of blood cancer.
[sound:4c-s-白血病は血液の癌の一種です。.mp3]	<b>白血病は血液の癌の一種です。</b> <br> びょうじょうがあっかしています。 <br><br> (白血病) <br> His condition is worsening.
[sound:4c-s-病状が悪化しています。.mp3]	<b>病状が悪化しています。</b> <br> びょうとうにはおおくのかんじゃがにゅういんしています。 <br><br> (病状) <br> There are many patients in the hospital ward.
[sound:4c-s-病棟には多くの患者が入院しています。.mp3]	<b>病棟には多くの患者が入院しています。</b> <br> のうきょうはちいきののうぎょうをしえんしています。 <br><br> (病棟) <br> The agricultural cooperative supports local farming.
[sound:4c-s-農協は地域の農業を支援しています。.mp3]	<b>農協は地域の農業を支援しています。</b> <br> のうそんでのせいかつはとてもしずかです。 <br><br> (農協) <br> Life in the rural village is very quiet.
[sound:4c-s-農村での生活はとても静かです。.mp3]	<b>農村での生活はとても静かです。</b> <br> のうみんはしゅうかくのきせつをたのしみにしています。 <br><br> (農村) <br> Farmers are looking forward to the harvest season.
[sound:4c-s-農民は収穫の季節を楽しみにしています。.mp3]	<b>農民は収穫の季節を楽しみにしています。</b> <br> のうやくはさくもつのせいちょうをたすけます。 <br><br> (農民) <br> Pesticides help the growth of crops.
[sound:4c-s-農薬は作物の成長を助けます。.mp3]	<b>農薬は作物の成長を助けます。</b> <br> しゅうとはそのしゅうのせいじてきちゅうしんです。 <br><br> (農薬) <br> The state capital is the political center of the state.
[sound:4c-s-州都はその州の政治的中心です。.mp3]	<b>州都はその州の政治的中心です。</b> <br> しゅうせいふはきょういくにおおくのよさんをわりあてています。 <br><br> (州都) <br> The state government allocates a large budget to education.
[sound:4c-s-州政府は教育に多くの予算を割り当てています。.mp3]	<b>州政府は教育に多くの予算を割り当てています。</b> <br> こうしゅうはちゅうごくのじゅうようなしょうぎょうとしです。 <br><br> (州政府) <br> Guangzhou is an important commercial city in China.
[sound:4c-s-広州は中国の重要な商業都市です。.mp3]	<b>広州は中国の重要な商業都市です。</b> <br> えんかいしゅうはうみにめんしたちいきです。 <br><br> (広州) <br> The coastal states are regions facing the sea.
[sound:4c-s-沿海州は海に面した地域です。.mp3]	<b>沿海州は海に面した地域です。</b> <br> ぶどうはにほんのでんとうてきなせんとうぎじゅつです。 <br><br> (沿海州) <br> Martial arts are traditional Japanese combat techniques.
[sound:4c-s-武道は日本の伝統的な戦闘技術です。.mp3]	<b>武道は日本の伝統的な戦闘技術です。</b> <br> ぶしはちゅうぎをおもんじました。 <br><br> (武道) <br> Samurai valued loyalty above all.
[sound:4c-s-武士は忠義を重んじました。.mp3]	<b>武士は忠義を重んじました。</b> <br> かくぶそうはこくさいてきなぎろんをよんでいます。 <br><br> (武士) <br> Nuclear armament is causing international debate.
[sound:4c-s-核武装は国際的な議論を呼んでいます。.mp3]	<b>核武装は国際的な議論を呼んでいます。</b> <br> むしゃはいくさにでるじゅんびをととのえました。 <br><br> (核武装) <br> The warrior prepared for battle.
[sound:4c-s-武者は戦に出る準備を整えました。.mp3]	<b>武者は戦に出る準備を整えました。</b> <br> すたじあむはかんせいにすつまれました。 <br><br> (武者) <br> The stadium was filled with cheers.
[sound:4c-s-スタジアムは歓声に包まれました。.mp3]	<b>スタジアムは歓声に包まれました。</b> <br> かれはせいえんをうけてしあいにのぞみました。 <br><br> (歓声) <br> He entered the match with encouragement from the crowd.
[sound:4c-s-彼は声援を受けて試合に臨みました。.mp3]	<b>彼は声援を受けて試合に臨みました。</b> <br> せいがくはおんがくのいちじゃんるです。 <br><br> (声援) <br> Vocal music is a genre of music.
[sound:4c-s-声楽は音楽の一ジャンルです。.mp3]	<b>声楽は音楽の一ジャンルです。</b> <br> かれのだいいっせいはおどろきのひょうじょうでした。 <br><br> (声楽) <br> His first words were full of surprise.
[sound:4c-s-彼の第一声は驚きの表情でした。.mp3]	<b>彼の第一声は驚きの表情でした。</b> <br> ぶっしつのじょうたいはおんどによってへんかします。 <br><br> (第一声) <br> The state of matter changes depending on the temperature.
[sound:4c-s-物質の状態は温度によって変化します。.mp3]	<b>物質の状態は温度によって変化します。</b> <br> じっしつてきなせいかはまだありません。 <br><br> (物質) <br> There is still no tangible outcome.
[sound:4c-s-実質的な成果はまだありません。.mp3]	<b>実質的な成果はまだありません。</b> <br> かれはあれるぎーたいしつです。 <br><br> (実質的) <br> He has an allergy-prone constitution.
[sound:4c-s-彼はアレルギー体質です。.mp3]	<b>彼はアレルギー体質です。</b> <br> しつぎおうとうのじかんがはじまりました。 <br><br> (体質) <br> The Q&A session has started.
[sound:4c-s-質疑応答の時間が始まりました。.mp3]	<b>質疑応答の時間が始まりました。</b> <br> ざんねんながら、そのいべんとはちゅうしされました。 <br><br> (質疑) <br> Unfortunately, the event has been canceled.
[sound:4c-s-残念ながら、そのイベントは中止されました。.mp3]	<b>残念ながら、そのイベントは中止されました。</b> <br> かれのりねんはへいわとせいぎです。 <br><br> (残念) <br> His philosophy is peace and justice.
[sound:4c-s-彼の理念は平和と正義です。.mp3]	<b>彼の理念は平和と正義です。</b> <br> ねんとうにおくべきだいじなことはこれです。 <br><br> (理念) <br> This is the most important thing to keep in mind.
[sound:4c-s-念頭に置くべき大事なことはこれです。.mp3]	<b>念頭に置くべき大事なことはこれです。</b> <br> あたらしいがいねんをりかいするのはむずかしいです。 <br><br> (念頭) <br> Understanding a new concept is difficult.
[sound:4c-s-新しい概念を理解するのは難しいです。.mp3]	<b>新しい概念を理解するのは難しいです。</b> <br> えきでともだちをまっています。 <br><br> (概念) <br> I’m waiting for my friend at the station.
[sound:4c-s-駅で友達を待っています。.mp3]	<b>駅で友達を待っています。</b> <br> かれはせったいをうけることがおおいです。 <br><br> (待ち) <br> He is often entertained by others.
[sound:4c-s-彼は接待を受けることが多いです。.mp3]	<b>彼は接待を受けることが多いです。</b> <br> そのえいがにはおおきなきたいかんがあります。 <br><br> (接待) <br> There is a lot of anticipation for the movie.
